ST # ,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR ,BLG TYPE ,MUNICIPALITY ,DESCRIPTION,D.U.,VALUE,FT2,PERMIT#,APPL. TYPE,ISSUED DATE
320,MCRAE AVE ,K1Z5R8,Ward 15,263,24-25,RON EASTERN CONSTRUCTION LTD.,Demolition,Old Ottawa,"Demolish a 1 storey, industrial building (automotive garage).",0,250000,-16000,2100081,Demolition,2021-01-07 12:25
413,CINNAMON CRES ,K0A2H0,Ward 5,4M-1434,27,CONTRACTOR UNKNOWN,Single,West Carleton,Constuct a 1 storey detached dwelling,1,300159.9,1795,2100082,Construction,2021-01-07 12:35
5844,RED CASTLE RIDGE ,K4M0A7,Ward 20,4M-,,***CONTRACTOR***,Single,Osgoode,Construct a deck & sunroom/ pergola with wood burning fire place in the rear yard of a 1 storey detached dwelling,0,50000,376.74,2100083,Construction,2021-01-07 12:49
450,LAURIER AVE W,K1R1A9,Ward 14,4M-,,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Interior alterations in a 12 storey apartment building (Underground parking garage),0,500000,7534.74,2100084,Construction,2021-01-07 13:05
100,BAYSHORE DR ,K2B8C1,Ward 7,4M-,,CONTRACTOR UNKNOWN,Retail,Nepean,Interior alterations on the 3rd floor of retail building (Unit FH6 - OSMOWS),0,30000,339,2100085,Construction,2021-01-07 13:23
672,BORBRIDGE AVE ,K4M0E3,Ward 22,4M-1663,127,RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: 35-18 Baldwin 2012 C&D,1,397314,2673,2100086,Construction,2021-01-07 13:37
56,WHOOPING CRANE RIDGE ,K4M0P2,Ward 22,4M-1663,12,RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: 35-18 Baldwin 2012 C&D,1,397314,2673,2100088,Construction,2021-01-07 13:57
68,STILL WATER DR ,K2H5K2,Ward 7,442519,642,CONTRACTOR UNKNOWN,Single,Nepean,Install a wood burning insert in a 1 storey detached dwelling (living room),0,4000,0,2100089,Construction,2021-01-07 14:28
3086,GREEN PINE CRT ,K4C1R9,Ward 19,,,CONTRACTOR UNKNOWN,Single,Cumberland,Install a wood stove in a 1 storey detached dwelling,0,17000,0,2100090,Construction,2021-01-07 14:34
14,CHAMBERLAIN AVE ,K1S1V9,Ward 17,71572,07-Jan,CONTRACTOR UNKNOWN,Office,Old Ottawa,"Tenant fit up on the 1st floor of a 2 storey office building (Suite # 101, Right at Home Realty Inc.)",0,200000,1883,2100091,Construction,2021-01-07 14:50
340,HUNTMAR DR ,K2S1B9,Ward 4,4M-1563,,HEIN CONSTRUCTION,Retail,Kanata,Construct a 4 storey hotel building,0,9026704.49,53981.01,2100092,Construction,2021-01-07 15:04
72,MAPLE STAND WAY ,K2G6R4,Ward 22,4M-,,***CONTRACTOR***,Single,Nepean,Construct a deck (rear yard),0,500,40,2100093,Construction,2021-01-07 15:51
112,DAGENHAM ST ,K2S2N5,Ward 6,4M1619,60,FLORAL DESIGN LANDSCAPING,Single,Goulbourn,Install an enclosure for an inground pool (rear yard),0,0,0,2100094,Pool Enclosure,2021-01-08 8:41
182,SHUTTLEWORTH DR ,K1T0S8,Ward 20,4M-1624,,HN HOMES LIMITED PARTNERSHIP,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: 20-8 2018 Weston Interior,20-2 2014 Interior,20-4 2015 End,20-4 2015 End",4,979684,7785,2100095,Construction,2021-01-08 8:43
184,SHUTTLEWORTH DR ,K1T0S8,Ward 20,4M-1624,,HN HOMES LIMITED PARTNERSHIP,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: 20-8 2018 Weston Interior,20-2 2014 Interior,20-4 2015 End,20-4 2015 End",4,979684,7785,2100095,Construction,2021-01-08 8:43
186,SHUTTLEWORTH DR ,K1T0S9,Ward 20,4M-1624,,HN HOMES LIMITED PARTNERSHIP,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: 20-8 2018 Weston Interior,20-2 2014 Interior,20-4 2015 End,20-4 2015 End",4,979684,7785,2100095,Construction,2021-01-08 8:43
188,SHUTTLEWORTH DR ,K1T0S9,Ward 20,4M-1624,,HN HOMES LIMITED PARTNERSHIP,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: 20-8 2018 Weston Interior,20-2 2014 Interior,20-4 2015 End,20-4 2015 End",4,979684,7785,2100095,Construction,2021-01-08 8:43
106,DAGENHAM ST ,K2S2N4,Ward 6,4M1619,63,FLORAL DESIGN LANDSCAPING,Single,Goulbourn,Install an enclosure for an inground pool (rear yard),0,0,0,2100096,Pool Enclosure,2021-01-08 8:48
600,ODYSSEY WAY ,K1T0T6,Ward 20,4M-1624,197,HN HOMES LIMITED PARTNERSHIP,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: 44-3 Alt 2015,1,490121,2931,2100097,Construction,2021-01-08 8:59
52,CHERRY DR ,K2S1J5,Ward 6,4M-606,25,IMPRESSIONS GROUP,Single,Goulbourn,Install an enclosure for an inground pool,0,0,0,2100098,Pool Enclosure,2021-01-08 9:01
175,BALIKUN HTS ,K2V0B6,Ward 6,4M1503,119,IMPRESSIONS GROUP OTTAWA,Single,Goulbourn,Install an enclosure for an inground pool (rear yard),0,0,0,2100099,Pool Enclosure,2021-01-08 9:09
612,ODYSSEY WAY ,K1T0T6,Ward 20,4M-1624,200,HN HOMES LIMITED PARTNERSHIP,Single,Gloucester,Construct a 1 Storey Single with attached garage  Model: 44-1 Hutton 2015 Alternate,1,323663,2177,2100100,Construction,2021-01-08 9:15
633,ODYSSEY WAY ,K1T0T4,Ward 20,4M-1624,206,HN HOMES LIMITED PARTNERSHIP,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: 44-3 Alt 2015,1,490121,2931,2100101,Construction,2021-01-08 9:21
558,ADAMSON CRES ,K2S0S7,Ward 6,4M2557,127,IMPRESSIONS GROUP OTTAWA,Single,Goulbourn,Install an enclosure of an inground pool (rear yard),0,0,0,2100102,Pool Enclosure,2021-01-08 9:25
141,WESTAR FARM WAY ,K0A1B0,Ward 21,4M-1632,5,POOL BUILDERS OTTAWA,Single,Goulbourn,Install an enclosure for an inground pool (rear yard),0,0,0,2100103,Pool Enclosure,2021-01-08 9:33
2193,TRAILWOOD DR ,K0A2T0,Ward 21,4M-1209,7,POOL BUILDERS,Single,Rideau,Install an enclosure for an inground pool (rear yard),0,0,0,2100104,Pool Enclosure,2021-01-08 9:39
2127,TRAILWOOD DR ,K0A2T0,Ward 21,4M-773,33,IMPRESSIONS GROUP,Single,Rideau,Install an enclosure for an inground pool (rear yard),0,0,0,2100105,Pool Enclosure,2021-01-08 9:49
141,STONEMEADOW DR ,K2M0G9,Ward 23,4M-1495,139,POOL BUILDERS OTTAWA,Single,Kanata,Install an enclosure for an inground pool (rear yard),0,0,0,2100106,Pool Enclosure,2021-01-08 9:56
821,OAKSIDE CRES ,K2W0A3,Ward 4,4M1309,21,IMPRESSIONS GROUP OTTAWA,Single,Kanata,Install an enclosure for an inground pool (rear yard),0,0,0,2100107,Pool Enclosure,2021-01-08 10:08
66,PRINCE ALBERT ST ,,Ward 13,341,212-213,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 2 storey addition (side yard) to convert detached dwelling into a semi-detached dwelling,1,252688,1700,2100108,Construction,2021-01-08 10:11
68,PRINCE ALBERT ST ,K1K2A1,Ward 13,341,212-213,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 2 storey addition (side yard) to convert detached dwelling into a semi-detached dwelling,1,252688,1700,2100108,Construction,2021-01-08 10:11
20,HAWLEY CRES ,K2M1T3,Ward 23,4M-539,11,CONTRACTOR UNKNOWN,Single,Kanata,Finish the basement in a 2 storey detached dwelling,0,15347.08,413,2100109,Construction,2021-01-08 10:49
252,MOJAVE CRES ,K2S0H6,Ward 6,4M1372,49,MERMAID POOLS (MERIVALE),Single,Goulbourn,Install an enclosure for a Hot Tub and above ground pool (rear yard),0,0,0,2100110,Pool Enclosure,2021-01-08 10:55
3803,HARVESTMOON DR ,K0A2W0,Ward 20,4M-,,PARKVIEW HOMES,Single,Osgoode,Construct a 1 storey detached dwelling with a partially  finished basement,1,279926.28,2269,2100111,Construction,2021-01-08 10:58
124,MOJAVE CRES ,K2S0H3,Ward 6,4M1372,19,JOEL EVAN POOLS,Single,Goulbourn,Install an enclosure for an inground pool (rear yard),0,0,0,2100112,Pool Enclosure,2021-01-08 11:02
3512,CROSSWIND CRES ,K0A2W0,Ward 20,4M-,,PARKVIEW HOMES,Single,Osgoode,Construct a 1 storey detached dwelling with a partially finsihed basement,1,287079.58,2108,2100113,Construction,2021-01-08 11:03
3602,CROSSWIND CRES ,K0A2W0,Ward 20,4M1457,64,PARK VIEW HOMES,Single,Osgoode,Construct a 1 storey detached dwelling,1,293471.1,1755,2100114,Construction,2021-01-08 11:06
625,MALAHAT WAY ,K2V0J7,Ward 6,4M1589,130,JOEL EVAN POOLS,Single,Kanata,Install an enclosure for an inground pool (rear yard),0,0,0,2100115,Pool Enclosure,2021-01-08 11:10
23,TUNIS AVE ,K1Z7R6,Ward 16,268159,133,CONTRACTOR UNKNOWN,Single,Old Ottawa,"Construct a 1 storey addition (rear yard), covered porch (front yard), second storey addition, and interior alterations (ground floor renovation) to a 2 storey detached dwelling",0,134346.5,1225,2100116,Construction,2021-01-08 11:11
515,LANDSWOOD WAY ,K2S0A6,Ward 6,4M-1291,70,POOL BUILDERS OTTAWA,Single,Goulbourn,Install an enclosure for an inground pool (rear yard),0,0,0,2100117,Pool Enclosure,2021-01-08 11:14
1721,GERVAIS CRT ,K4A1M6,Ward 1,50M-96,42,"LALONDE, GEOFFREY",Single,Cumberland,Interior alterations on the 1st floor of a 2 storey detached dwelling (Remove load bearing wall),0,3900,14,2100118,Construction,2021-01-08 11:16
105,LADY JENNIFER WAY ,K0A1T0,Ward 5,4M-824,11,KANATA STONEWORKS LTD.,Single,West Carleton,Install an enclosure for an inground pool ( rear yard ),0,0,0,2100119,Pool Enclosure,2021-01-08 11:21
108,HARIGAN PL ,K2W1C7,Ward 5,4M-1193,2,POOL BUILDERS OTTAWA,Single,Kanata,Install an enclosure for an inground pool (rear yard),0,0,0,2100120,Pool Enclosure,2021-01-08 11:27
3818,RUSSELL RD ,K1G3N2,Ward 10,4M-,,CAPITAL BACKFLOW CORP,Industrial,Gloucester,PLUMBING ONLY: Install a Premise Isolation Backflow Prevention Device on the domestic cold water supply in a 1 storey industrial building,0,0,0,2100121,Construction,2021-01-08 11:32
210,GYRFALCON CRES ,K2M2Z6,Ward 23,4M1219,1,MALLETTE LANDSCAPING INC,Single,Kanata,Install an enclosure for a in ground pool (rear yard),0,0,0,2100122,Pool Enclosure,2021-01-08 11:33
1615,"ORLEANS, BOULEVARD D'  ",K1C7E2,Ward 2,,3 & 4,CONTRACTOR UNKNOWN,Retail,Gloucester,Tenant fit-up in a 1 storey retail building (Unit #102 - Orleans Garden Dental),0,268571,3523,2100125,Construction,2021-01-08 12:26
334,SHADEHILL CRES ,K2J0L6,Ward 3,4M-1311,18,CONTRACTOR UNKNOWN,Single,Nepean,Finish basement in a 2 storey detahced dwelling,0,29728,800,2100126,Construction,2021-01-08 13:27
998,BRONSON AVE ,K1S4H1,Ward 17,91219,17,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Interior alterations to a 3 storey apartment building (2 new bathrooms - Unit 2 and 3),0,8000,100,2100127,Construction,2021-01-08 13:45
1084,TOMKINS FARM CRES ,K4P1M5,Ward 20,4M-655,18,MERMAID POOLS (MERIVALE),Single,Osgoode,Install an enclosure for an inground pool (rear yard),0,0,0,2100128,Pool Enclosure,2021-01-08 13:58
7695,FRANKTOWN RD ,K0A2Z0,Ward 21,4M-,pt lot 11,CONTRACTOR UNKNOWN,Detached Garage/Shed,Goulbourn,Construct an accessory garage  (front yard),0,200000,2492.57,2100129,Construction,2021-01-08 14:24
348,EAGLEHEAD CRES ,K2S2J2,Ward 6,,pt lot 23,POOL BUILDERS OTTAWA,Single,Goulbourn,Install an enclosure for an inground pool (rear yard),0,0,0,2100130,Pool Enclosure,2021-01-08 15:00
625,ODYSSEY WAY ,K1T0T4,Ward 20,4M-1624,208,HN HOMES LIMITED PARTNERSHIP,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Kenson 44-3 2016 STD,1,486777,2911,2100131,Construction,2021-01-08 15:09
621,ODYSSEY WAY ,K1T0T4,Ward 20,4M-1624,209,HN HOMES LIMITED PARTNERSHIP,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Walden 44-5 2016 Alternate,1,466543,2790,2100132,Construction,2021-01-08 15:15
1157,KILMAURS SIDE RD ,,Ward 5,,16,CONTRACTOR UNKNOWN,Single,West Carleton,Construct a 2 storey detached dwelling,1,573731.82,3431,2100133,Construction,2021-01-08 15:37
363,KANASHTAGE TERR ,K4A5J8,Ward 19,1664,15E,TAMARACK DEVELOPMENTS CORPORATION,Single,Cumberland,Construct a 2 Storey Single with attached garage  Model: 3811 2020 B,1,452998,2709,2100134,Construction,2021-01-08 15:43
78,KAYENTA ST ,K2S2K7,Ward 21,4M-1647,9,TAMARACK DEVELOPMENTS CORPORATION,Single,Goulbourn,Construct a 1 Storey Single with attached garage  Model: 4399 2020 A,1,242134,1448,2100135,Construction,2021-01-08 16:20
238,ENCLAVE WALK ,K1W0J4,Ward 2,4M1544,42,CAMPBELL POOLS (YOUVILLE),Single,Gloucester,Install an enclosure for an above ground pool (rear yard),0,0,0,2100136,Pool Enclosure,2021-01-11 8:43
194,AUGUSTA ST ,K1N8C3,Ward 12,6,PT LT 36,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Exterior alterations to a 2 storey 3 unit apartment building (remove and replace wood porches),0,25000,0,2100137,Construction,2021-01-11 9:02
196,AUGUSTA ST ,K1N8C3,Ward 12,6,PT LT 36,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Exterior alterations to a 2 storey 3 unit apartment building (remove and replace wood porches),0,25000,0,2100137,Construction,2021-01-11 9:02
1957,FEATHERSTON DR ,K1H6P7,Ward 18,4M-,,OGC LTD.,Single,Old Ottawa,"Construct an addition (front & side yard), carport and interior alterations in a 2 storey detached dwelling",0,88904.6,930,2100138,Construction,2021-01-11 9:06
279,BLAKE BLVD ,K1L6L6,Ward 12,510,17 to 19,CONTRACTOR UNKNOWN,Apartment,Vanier,Replace windows in the basement units of a low-rise apartment dwelling.,0,2000,0,2100139,Construction,2021-01-11 9:12
1474,CAVERLEY ST ,K1G0Y1,Ward 18,605,223,CONTRACTOR UNKNOWN,Single,Old Ottawa,"Finish the basement (bedroom, office, recreation room, 3-piece bathroom, laundry room and mechanical/storage)  & interior alterations on the main floor of a 1 storey detached dwelling",0,45004.72,942,2100140,Construction,2021-01-11 9:34
500,CHRISCRAFT WAY ,K4M0G1,Ward 21,4M-1494,42,ROYAL RENOVATIONS OTTAWA,Single,Rideau,Finish the basement in a 2 storey detached dwelling,0,29728,800,2100141,Construction,2021-01-11 9:53
298,BLAKE BLVD ,K1L6L7,Ward 12,4M-,,CONTRACTOR UNKNOWN,Apartment,Vanier,Install an egress window in the basement of a 3 storey apartment building (Unit A),0,7000,258,2100142,Construction,2021-01-11 9:54
292,BLAKE BLVD ,K1L6L7,Ward 12,510,,CONTRACTOR UNKNOWN,Apartment,Vanier,Install an egress window in the basement of a 3 storey apartment building (Unit A),0,7000,258,2100143,Construction,2021-01-11 10:00
1672,JOBIN CRES ,K1J1C5,Ward 11,4M-942,,CONTRACTOR UNKNOWN,Rowhouse,Gloucester,Interior alterations in a 2 storey rowhouse,0,9000,188,2100144,Construction,2021-01-11 10:14
196,GENERAL AVE ,K1Z7W8,Ward 16,268159,82,CONTRACTOR UNKNOWN,Single,Old Ottawa,"Construct a second floor addition, front porch, & basement alterations to a detached dwelling",0,51135.68,1498,2100145,Construction,2021-01-11 10:35
7035,FERNBANK RD ,K2S1B6,Ward 21,4M-,16,***CONTRACTOR***,Single,Goulbourn,Construct a 3 season sunroom at the rear of existing 1 storey detached dwelling,0,15000,357,2100146,Construction,2021-01-11 10:37
5489,EDGEWATER DR ,K4M1B4,Ward 20,4M-,17,CONTRACTOR UNKNOWN,Detached Garage/Shed,Osgoode,Install a woodstove in a workshop (rear yard),0,2000,0,2100148,Construction,2021-01-11 10:50
142,FORESTBROOK ST ,K2K0A8,Ward 4,4M1368,,TREVI POOLS,Single,Kanata,Install an enclosure for an above ground pool (rear yard),0,0,0,2100149,Pool Enclosure,2021-01-11 11:10
38,GERTIE ST ,K0A2Z0,Ward 21,4M1183,110,JOEL EVAN POOLS,Single,Goulbourn,Install an enclosure for an in ground pool (rear yard),0,0,0,2100150,Pool Enclosure,2021-01-11 11:16
196,GRAINSTONE WAY ,K2T0H2,Ward 4,4M1489,186,IMPRESSIONS GROUP,Single,Kanata,Install an enclosure for an inground pool (rear yard),0,0,0,2100151,Pool Enclosure,2021-01-11 11:23
285,BLAKE BLVD ,K1L6L6,Ward 12,510,17-19,CONTRACTOR UNKNOWN,Apartment,Vanier,Install an egress window in the basement of a 3 storey apartment building (Unit A),0,7000,0,2100152,Construction,2021-01-11 11:25
711,EAGLE CREST HTS ,K2S0T1,Ward 6,4M1431,14,IMPRESSIONS GROUP OTTAWA,Single,Goulbourn,Install an enclosure for a inground pool (rear yard),0,0,0,2100153,Pool Enclosure,2021-01-11 11:27
338,EDGEMOORE CRES ,K2W1H8,Ward 4,4M-1280,79,ABLOOM LANDSCAPE CONTRACTOR INC.,Single,Kanata,Construct a deck (rear yard),0,25000,320,2100154,Construction,2021-01-11 11:34
3199,PALLADIUM DR ,K2T0N9,Ward 4,4M-,,CONTRACTOR UNKNOWN,Office,West Carleton,Interior alterations on all floors of a 5 storey office building,0,5989726.39,161187.47,2100155,Construction,2021-01-11 11:35
35,ACONITUM WAY ,K1T0S1,Ward 22,4M-,,TAMARACK DEVELOPMENT CORPORATION,Single,Gloucester,Construct a 2 storey detached dwelling  Model: 4516 2020 B,1,484603.56,2898,2100156,Construction,2021-01-11 11:39
780,EAGLESON RD ,K2M0N2,Ward 23,4M-,31,CONTRACTOR UNKNOWN,Retail,Kanata,Tenant fit up- in a 1 storey retail building (Boardwalk Burgers),0,56398.1,1517.71,2100157,Construction,2021-01-11 11:41
48,HAVELOCK ST ,K1S0A6,Ward 17,48,6,CONTRACTOR UNKNOWN,Duplex,Old Ottawa,Construct a 2 storey addition to a 2 storey detached dwelling (front yard and attic space plus replace incoming water service),0,85972.82,514.13,2100158,Construction,2021-01-11 12:00
34,ACONITUM WAY ,K1T0S1,Ward 22,4M-1640,54,TARTAN HOMES CORPORATION,Single,Gloucester,Construct a 2 storey detached dwelling,1,425965.08,3042,2100159,Construction,2021-01-11 12:27
508,RATHBURN LANE ,K1T0T4,Ward 20,,PT LT 19,URBANDALE CONSTRUCTION,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellngs,5,1108891.56,10260,2100160,Construction,2021-01-11 13:10
510,RATHBURN LANE ,K1T0T4,Ward 20,,PT LT 19,URBANDALE CONSTRUCTION,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellngs,5,1108891.56,10260,2100160,Construction,2021-01-11 13:10
512,RATHBURN LANE ,K1T0T4,Ward 20,,PT LT 19,URBANDALE CONSTRUCTION,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellngs,5,1108891.56,10260,2100160,Construction,2021-01-11 13:10
514,RATHBURN LANE ,K1T0T4,Ward 20,,PT LT 19,URBANDALE CONSTRUCTION,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellngs,5,1108891.56,10260,2100160,Construction,2021-01-11 13:10
516,RATHBURN LANE ,K1T0T4,Ward 20,,PT LT 19,URBANDALE CONSTRUCTION,Rowhouse,Gloucester,Construct a 2 storey block of 5 rowhouse dwellngs,5,1108891.56,10260,2100160,Construction,2021-01-11 13:10
13,WHOOPING CRANE RIDGE ,K4M0N9,Ward 22,4M-1663,36,HN HOMES LIMITED PARTNERSHIP,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: 35-3 Mayfair 2015 Standard,1,355249,2390,2100161,Construction,2021-01-11 13:12
957,ISLINGTON WAY ,K1T0T9,Ward 20,4M1624,78,URBANDALE CONSTRUCTION,Single,Gloucester,Construct a 2 storey detached dwelling,1,428584.86,2563,2100162,Construction,2021-01-11 13:22
51,CANVASBACK RIDGE ,K4M0P6,Ward 22,4M1663,,URBANDALE CONSTRUCTION,Rowhouse,Gloucester,Construct a 2 storey block of 6 rowhouse dwelling units,6,1403217.34,10789,2100164,Construction,2021-01-11 13:37
53,CANVASBACK RIDGE ,K4M0P6,Ward 22,4M1663,,URBANDALE CONSTRUCTION,Rowhouse,Gloucester,Construct a 2 storey block of 6 rowhouse dwelling units,6,1403217.34,10789,2100164,Construction,2021-01-11 13:37
55,CANVASBACK RIDGE ,K4M0P6,Ward 22,4M1663,,URBANDALE CONSTRUCTION,Rowhouse,Gloucester,Construct a 2 storey block of 6 rowhouse dwelling units,6,1403217.34,10789,2100164,Construction,2021-01-11 13:37
57,CANVASBACK RIDGE ,K4M0P6,Ward 22,4M1663,,URBANDALE CONSTRUCTION,Rowhouse,Gloucester,Construct a 2 storey block of 6 rowhouse dwelling units,6,1403217.34,10789,2100164,Construction,2021-01-11 13:37
59,CANVASBACK RIDGE ,K4M0P6,Ward 22,4M1663,,URBANDALE CONSTRUCTION,Rowhouse,Gloucester,Construct a 2 storey block of 6 rowhouse dwelling units,6,1403217.34,10789,2100164,Construction,2021-01-11 13:37
61,CANVASBACK RIDGE ,K4M0P6,Ward 22,4M1663,,URBANDALE CONSTRUCTION,Rowhouse,Gloucester,Construct a 2 storey block of 6 rowhouse dwelling units,6,1403217.34,10789,2100164,Construction,2021-01-11 13:37
66,ARIDUS CRES ,K2S2L4,Ward 21,4M-1647,52,TARTAN HOMES CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Cambridge 2019 A,1,599650,3586,2100165,Construction,2021-01-11 13:52
209,HICKSTEAD WAY ,K2S2L3,Ward 21,4M-1647,28,TARTAN HOMES CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Ashton B 2019,1,455306,3334,2100166,Construction,2021-01-11 13:59
16,FINDLAY AVE ,K1S2T9,Ward 17,108654,159,AMSTED DESIGN BUILD,Semi - Detached,Old Ottawa,Interior alterations (kitchen renovation and relocate windows) and replace a 1st storey deck/2nd storey balcony (front yard) to a 2 storey semi-detached dwelling,0,78000,297,2100167,Construction,2021-01-11 14:11
18,FINDLAY AVE ,K1S2T9,Ward 17,108654,159,AMSTED DESIGN BUILD,Semi - Detached,Old Ottawa,Interior alterations (kitchen renovation and relocate windows) and replace a 1st storey deck/2nd storey balcony (front yard) to a 2 storey semi-detached dwelling,0,78000,297,2100167,Construction,2021-01-11 14:11
207,HICKSTEAD WAY ,K2S2L3,Ward 21,4M-1647,29,TARTAN HOMES CORPORATION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Kawartha 2019 B,1,488115,2919,2100168,Construction,2021-01-11 14:19
297,TROLLIUS WAY ,K1T0S2,Ward 22,4M-1640,144,TARTAN HOMES CORPORATION,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Ashton A 2019,1,445306,2663,2100169,Construction,2021-01-11 14:19
21,ACONITUM WAY ,K1T0S1,Ward 22,4M-1640,11,TARTAN HOMES CORPORATION,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Ashton A 2019,1,445306,2663,2100170,Construction,2021-01-11 14:23
253,TROLLIUS WAY ,K1T0R9,Ward 22,4M-1640,122,TARTAN HOMES CORPORATION,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Ashton A 2019,1,445306,2663,2100171,Construction,2021-01-11 14:32
21,WHOOPING CRANE RIDGE ,K4M0P2,Ward 22,4M-1663,40,HN HOMES LIMITED PARTNERSHIP,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Kenson 44-3 2016 STD,1,486777,2911,2100172,Construction,2021-01-11 14:38
19,WHOOPING CRANE RIDGE ,K4M0N9,Ward 22,4M-1663,39,HN HOMES LIMITED PARTNERSHIP,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Arlington 44-4 2016 STD,1,505506,3023,2100173,Construction,2021-01-11 14:45
