ST # ,ROAD,PC,WARD,PLAN,LOT,CONTRACTOR ,BLG TYPE ,MUNICIPALITY ,DESCRIPTION,D.U.,VALUE,FT2,PERMIT#,APPL. TYPE,ISSUED DATE
607,EDENWYLDE DR ,K2S2L1,Ward 21,4M-,25,CARDEL HOMES INC. OTTAWA DIVISION,Rowhouse,Goulbourn,Construct a 2 storey block of 4 rowhouse dwellings,4,980615.24,8699,2000086,Construction,2020-01-07 13:42
30,ARIDUS CRES ,K2S2L4,Ward 21,4M-,64,CARDEL HOMES INC. OTTAWA DIVISION,Single,Goulbourn,Construct a 2 storey detached dwelling,1,469275.06,3378,2000087,Construction,2020-01-07 13:48
217,HICKSTEAD WAY ,K2S2L2,Ward 21,4M-,25,CARDEL HOMES INC. OTTAWA DIVISION,Single,Goulbourn,Construct a 2 storey detached dwelling,1,441460.8,2640,2000088,Construction,2020-01-07 13:53
41,NORWAY SPRUCE ST ,K2S1P5,Ward 6,722,3,TOP HAT HOME COMFORT SERVICES,Single,Goulbourn,Install a woodstove insert in a 1 storey detached dwelling,0,4871,0,2000089,Construction,2020-01-07 13:58
447,MARCH RD ,K2K1X8,Ward 4,,,CONTRACTOR UNKNOWN,Other,Kanata,Install temporary construction trailers and a connection to the existing structure (2 YEARS MAXIMUM),0,362000,2042,2000090,Construction,2020-01-07 13:59
1305,BASELINE RD ,K2C0R5,Ward 16,,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit up to the 5th floor of a 6 storey office building,0,260000,16383,2000091,Construction,2020-01-07 14:17
171,SLATER ST ,K1P5H7,Ward 14,3922,"41,42,43",CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit-up on the 13th floor of a 13 storey office building,0,154000,7340,2000092,Construction,2020-01-07 14:30
1549,BANK ST ,K1H7Z3,Ward 18,623,,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Tenant Fit-up on the 1st floor of a 1 storey commercial building (Pie on the Fly),0,30000,811,2000093,Construction,2020-01-07 14:30
90,ELGIN ST ,K1P0C6,Ward 14,3922,55-59,INNOVATIVE CONSTRUCTION INC.,Office,Old Ottawa,Interior alterations to level 00 a 17 storey office building (Install new security turnstile),0,126000,100,2000094,Construction,2020-01-07 14:39
50,O'CONNOR ST ,K1P6L2,Ward 14,3922,9,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations on the 17th floor of a 17 storey office buidling,0,80000,1500,2000095,Construction,2020-01-07 14:48
1600,CARLING AVE ,K1Z8R7,Ward 15,,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations on the 7th floor of an 8 storey office building (Unit 710),0,154450,3993.41,2000096,Construction,2020-01-07 14:57
2685,IRIS ST ,K2C3S4,Ward 8,383389,,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Tenant fit up on the ground floor of a 2 storey retail building (Home Société),0,1600000,79911.27,2000097,Construction,2020-01-07 15:33
200,BEECH ST ,K1Y3T5,Ward 15,226114,77,SUMMERSTONE LTD (FRED MACMASTER),Single,Old Ottawa,Construct a front porch on a 2 storey detached dwelling,0,18500,72,2000098,Construction,2020-01-07 15:35
2574,HANLON AVE ,K2B7X4,Ward 7,413452,918,KAHL CONSTRUCTION,Single,Old Ottawa,Interior alterations to a 1 storey detached dwelling,0,100000,975,2000099,Construction,2020-01-07 16:00
442,TWEEDSMUIR AVE ,K1Z5N7,Ward 15,272,39,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Install solar panels on the roof of a 2 storey semi-detached,0,4000,1000,2000101,Construction,2020-01-08 8:46
218,TROLLIUS WAY ,K1T0R9,Ward 22,4M-1640,91T,TAMARACK DEVELOPMENTS CORPORATION,Single,Gloucester,Construct a 2 Storey Single with attached garage  [Model: 3815 - 2017 B],1,464537,2778,2000102,Construction,2020-01-08 8:59
653,MACLAREN ST ,K1R5L1,Ward 14,22207,3,CONTRACTOR UNKNOWN,Rowhouse,Old Ottawa,Exterior/Interior alterations to a 2 storey rowhouse dwelling,0,35000,1262.4,2000103,Construction,2020-01-08 10:06
100,BAYSHORE DR ,K2B8C1,Ward 7,465465,17,DEHAAN DESIGN COMPANY INC.,Retail,Nepean,"Tenant fit-up in a 3 storey retail building (Bayshore Shopping Centre, Aritzia CC5A)",0,840000,7149.62,2000104,Construction,2020-01-08 10:27
447,GREEN AVE ,K1M1L1,Ward 13,M30,15,CONTRACTOR UNKNOWN,Semi - Detached,Rockcliffe Park,"Interior and exterior alterations (alter grade at front, finish the basement and convert attic to living space) in a 3 storey semi detached dwelling (both sides)",0,87936.4,2226,2000105,Construction,2020-01-08 10:28
449,GREEN AVE ,K1M1L1,Ward 13,M30,15,CONTRACTOR UNKNOWN,Semi - Detached,Rockcliffe Park,"Interior and exterior alterations (alter grade at front, finish the basement and convert attic to living space) in a 3 storey semi detached dwelling (both sides)",0,87936.4,2226,2000105,Construction,2020-01-08 10:28
3134,KINBURN SIDE RD ,K0A2H0,Ward 5,4M-,10,CONTRACTOR UNKNOWN,Industrial,West Carleton,Construct a 1 storey warehouse building,0,200664,2400,2000106,Construction,2020-01-08 11:24
108,HICKSTEAD WAY ,K2S0Z4,Ward 21,4M1589,282,VALECRAFT HOMES LIMITED,Single,Goulbourn,Construct a 1 storey detached dwelling,1,227419.2,1360,2000107,Construction,2020-01-08 11:42
706,PARADE DR ,K2S0Z4,Ward 21,4M1589,250,VALECRAFT HOMES LIMITED,Single,Goulbourn,Construct a 2 storey detached dwelling,1,433768.68,2594,2000108,Construction,2020-01-08 11:43
125,HICKSTEAD WAY ,K2S0Z5,Ward 21,4M-1589,314,VALECRAFT HOMES LIMITED,Single,Goulbourn,Construct a 1 storey detached dwelling,1,332433.36,1988,2000109,Construction,2020-01-08 11:45
106,HICKSTEAD WAY ,K2S0Z4,Ward 21,4M-,281,VALECRAFT HOMES LIMITED,Single,Goulbourn,Construct a 2 storey detached dwelling,1,308353.68,1844,2000113,Construction,2020-01-08 11:50
111,HICKSTEAD WAY ,K2S0Z5,Ward 21,4M1589,320,VALECRAFT HOMES LIMITED,Single,Goulbourn,Construct a 2 storey detached dwelling,1,308353.68,1844,2000118,Construction,2020-01-08 12:00
1900,CITY PARK DR ,K1J1A3,Ward 11,4M-648,,ECO BUILDERS INC.,Office,Gloucester,Tenant fit up on the 4th floor of a 5 storey office building (GMSPC),0,50000,4908,2000120,Construction,2020-01-08 12:11
570,WILKIE DR ,K4A1M9,Ward 1,50M-96,55,GRECO CONTRACTING,Single,Cumberland,Interior alterations on the 1st floor of a 2 storey detached dwelling.  Remove load bearing walls between kitchen and dining and between kitchen and family.,0,18250,925,2000121,Construction,2020-01-08 12:13
6,EMBER GLOW CRT ,K2S0S4,Ward 6,683,51,CONTRACTOR UNKNOWN,Single,Goulbourn,Construct a 2 storey detached dwelling,1,550153.8,3290,2000122,Construction,2020-01-08 12:14
96,DEFENCE ST ,K2V0N2,Ward 6,4M-,,EQ HOMES,Single,Goulbourn,Construct a 1 storey detached dwelling (Sawgrass 2019 Elev B),1,268982.66,2223,2000125,Construction,2020-01-08 12:50
1400,BLAIR TOWERS PL ,K1J9B8,Ward 11,,21,CONTRACTOR UNKNOWN,Office,Gloucester,Interior alterations to the 1st floor a 7 storey office building (Unit 110),0,350000,5597,2000127,Construction,2020-01-08 13:51
1955,RUTH ST ,K1G2M3,Ward 18,643,607,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations to the ground floor of a 1 storey detached dwelling,0,20000,603,2000128,Construction,2020-01-08 13:55
85,HOLLAND AVE ,K1Y0Y1,Ward 15,157,1535,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Rebuild 2nd floor and roof and interior/exterior repairs in the basement & 1st floor of a 2 storey restaurant building (fire restoration),0,50000,1722,2000129,Construction,2020-01-08 14:26
87,HOLLAND AVE ,K1Y0Y1,Ward 15,157,1535,CONTRACTOR UNKNOWN,Retail,Old Ottawa,Rebuild 2nd floor and roof and interior/exterior repairs in the basement & 1st floor of a 2 storey restaurant building (fire restoration),0,50000,1722,2000129,Construction,2020-01-08 14:26
582,MALAHAT WAY ,K2V0J6,Ward 6,4M-,8,***CONTRACTOR***,Single,Kanata,Finish a portion of the basement in a 2 storey detached dwelling,0,29133.44,784,2000130,Construction,2020-01-08 14:34
32,SALAMANDER WAY ,K1X0E9,Ward 22,4M-1617,12,EQ HOMES INC,Single,Gloucester,Construct a 1 storey detached dwelling w/ attached garage. [Model: Alexander 2019 - B],1,311809.56,1923,2000131,Construction,2020-01-08 15:27
5093,OPEONGO RD ,,Ward 5,474,23,BAY DESIGN CONTRUCTION INC,Single,West Carleton,Construct a 2 storey detached dwelling,1,426578.22,2551,2000132,Construction,2020-01-08 15:31
351,THIRD AVE ,K1S2K4,Ward 17,180665,252,DCL CONTRACTING & RENTALS INC,Single,Old Ottawa,Construct a 1 storey addition to a 2 storey detached dwelling (rear yard),0,90298.8,540,2000133,Construction,2020-01-09 9:05
335,FAIRMONT AVE ,K1Y1Y6,Ward 15,224,PT LOT 3,SIROIS AND SONS GENERAL CONTRACTORS INC.,Single,Old Ottawa,Construct a 2nd storey addition to a 2 storey detached dwelling,0,53092.35,317.5,2000134,Construction,2020-01-09 9:16
668,MANSFIELD AVE ,K2A2T6,Ward 15,M29,298,CONTRACTOR UNKNOWN,Single,Old Ottawa,"Construct a 2 storey addition, an attached garage and interior alterations to a 2 storey detached dwelling",0,202935.36,3819,2000135,Construction,2020-01-09 9:32
203,HICKSTEAD WAY ,K2S2L3,Ward 21,,31,CARDEL HOMES INC. OTTAWA DIVISION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Lowell 2019 A1,1,335108,2004,2000138,Construction,2020-01-09 10:19
664,CAPRICORN CIR ,K4M0J5,Ward 22,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Addison 2012,Fairhaven 2011,Addison 2012,Fairhaven 2011",4,776568,6966,2000139,Construction,2020-01-09 10:21
666,CAPRICORN CIR ,K4M0J5,Ward 22,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Addison 2012,Fairhaven 2011,Addison 2012,Fairhaven 2011",4,776568,6966,2000139,Construction,2020-01-09 10:21
668,CAPRICORN CIR ,K4M0J5,Ward 22,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Addison 2012,Fairhaven 2011,Addison 2012,Fairhaven 2011",4,776568,6966,2000139,Construction,2020-01-09 10:21
670,CAPRICORN CIR ,K4M0J5,Ward 22,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Addison 2012,Fairhaven 2011,Addison 2012,Fairhaven 2011",4,776568,6966,2000139,Construction,2020-01-09 10:21
541,TULLAMORE ST ,K1X0A2,Ward 20,4M1275,"PT LT 29, LT 6",THERIAULT HOME DESIGN AND BUILD INC.,Single,Gloucester,Construct a 2 storey detached dwelling,1,630753.84,3772,2000140,Construction,2020-01-09 10:39
72,ARIDUS CRES ,K2S2L3,Ward 21,,51,CARDEL HOMES INC. OTTAWA DIVISION,Single,Goulbourn,Construct a 2 Storey Single with attached garage  Model: Lowell 2019 A2,1,335108,2004,2000141,Construction,2020-01-09 10:48
168,"CREVASSE, CHEMIN DE LA  ",,Ward 2,,103,RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 2 Storey Single with attached garage  [Model: 35-26 The Arden C],1,344844,2320,2000142,Construction,2020-01-09 11:01
109,STONEY POND CRT ,K2S2E6,Ward 6,4M1192,,CONTRACTOR UNKNOWN,Rowhouse,Goulbourn,Alterations to relocate plumbing fixtures in a 2 storey detached dwelling (upstairs washroom),0,10000,107.63,2000143,Construction,2020-01-09 11:20
96,LOTTA AVE ,K2G2B9,Ward 8,375,1261,***CONTRACTOR***,Single,Nepean,Construct a secondary dwelling unit in a 1 storey detached dwelling (basement),1,15000,1300,2000144,Construction,2020-01-09 11:38
78,MALHOTRA CRT ,K1V1K2,Ward 16,4M-947,32,CONTRACTOR UNKNOWN,Single,Old Ottawa,Finish the basement in a  2 storey detached dwelling,0,25000,990,2000145,Construction,2020-01-09 11:48
1125,COLONEL BY DR ,K1S5B6,Ward 17,,,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,"Interior alterations to the 3rd, 5th and 6th floor of a 6 storey university building (Carleton University, Robertson Hall)",0,1024092.76,13228.85,2000146,Construction,2020-01-09 11:58
136,"CREVASSE, CHEMIN DE LA  ",,Ward 2,4M-1643,57,RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 2 Storey Single with attached garage  [Model: 31-13 Pratt C 2016],1,327082,1956,2000148,Construction,2020-01-09 12:00
1967,RIVERSIDE DR ,K1H7W9,Ward 18,,15-16,CONTRACTOR UNKNOWN,Institutional,Old Ottawa,PLUMBING ONLY- Install a premise isolation device on the domestic water supply in a 7 storey medical building(Ottawa hospital Riverside campus),0,0,0,2000149,Construction,2020-01-09 12:02
221,STRATHCONA AVE ,K1S1X7,Ward 17,46293,1,CONTRACTOR UNKNOWN,Semi - Detached,Old Ottawa,Construct a 1 storey addition on a 2 storey semi-detached dwelling (rear yard),1,43477.2,260,2000150,Construction,2020-01-09 12:07
174,FORWARD AVE ,K1Y1L2,Ward 15,35,12,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,Construct a 4 storey 18 unit apartment building,18,2903278.66,17362.03,2000151,Construction,2020-01-09 12:28
174,FORWARD AVE ,K1Y1L2,Ward 15,35,12,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 2 storey duplex building,-2,0,-1830,2000152,Demolition,2020-01-09 12:29
338,NEPEAN ST ,K1R5G6,Ward 14,2996,17,NC CONSTRUCTION (2308381 ONTARIO INC.),Apartment,Old Ottawa,Interior/exterior alterations to enclose basement stairs at the side of a 2 storey residential building,0,14000,80,2000153,Construction,2020-01-09 12:29
5536,ANN ST ,,Ward 21,4M-,,KEN GORDON HOLDINGS INC.,Retail,Rideau,"Interior alterations and expansion of existing health club into adjacent suite, in a 1 storey building (Units # 1&2).",0,50000,1403.64,2000154,Construction,2020-01-09 12:37
518,SUPERNOVA ST ,K4M0J2,Ward 22,,151,RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: Ashmore 2016 C,1,444805,2660,2000155,Construction,2020-01-09 12:50
384,FRANK ST ,K2P0Y1,Ward 14,3766,E,"MATOS, FERNANDO",Demolition,Old Ottawa,Demolish a 2 storey detached dwelling,-1,2000,-2000,2000156,Demolition,2020-01-09 13:18
384,FRANK ST ,K2P0Y1,Ward 14,3766,E,OTTAWA CARLETON CONSTRUCTION LTD,Apartment,Old Ottawa,"Construct a 3 storey, 8 unit apartment building",8,1053486,6300,2000157,Construction,2020-01-09 13:20
2839,ELDO ST ,K0A2P0,Ward 20,4M-,,PARKVIEW HOMES,Single,Osgoode,Construct a 1 storey detached dwelling,1,263371.5,1575,2000158,Construction,2020-01-09 13:25
2514,SCRIVENS DR ,K0A2P0,Ward 20,,19,***CONTRACTOR***,Single,Osgoode,Construct an side yard addition and rear deck to a detached dwelling,0,48788.11,291.76,2000159,Construction,2020-01-09 13:25
2514,SCRIVENS DR ,K0A2P0,Ward 20,,19,***CONTRACTOR***,Detached Garage/Shed,Osgoode,Construct an addition on a detached garage (side yard),0,2500,176,2000160,Construction,2020-01-09 13:27
334,BIG DIPPER ST ,K4M0J1,Ward 22,,122,RICHCRAFT HOMES LIMITED,Single,Gloucester,Construct a 2 Storey Single with attached garage  Model: 31-14 Bateman 2015 C,1,332210,2235,2000161,Construction,2020-01-09 13:34
672,CAPRICORN CIR ,K4M0J5,Ward 22,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Grafton 2012 mid,Fairhaven 2011,Grafton 2012 mid,20-61 Cobalt 2015 End",4,767074,6620,2000163,Construction,2020-01-09 13:51
674,CAPRICORN CIR ,K4M0J5,Ward 22,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Grafton 2012 mid,Fairhaven 2011,Grafton 2012 mid,20-61 Cobalt 2015 End",4,767074,6620,2000163,Construction,2020-01-09 13:51
676,CAPRICORN CIR ,K4M0J5,Ward 22,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Grafton 2012 mid,Fairhaven 2011,Grafton 2012 mid,20-61 Cobalt 2015 End",4,767074,6620,2000163,Construction,2020-01-09 13:51
678,CAPRICORN CIR ,K4M0J5,Ward 22,,,RICHCRAFT HOMES LIMITED,Rowhouse,Gloucester,"Construct a 2 Storey Rowhouse with attached garages  Models: Grafton 2012 mid,Fairhaven 2011,Grafton 2012 mid,20-61 Cobalt 2015 End",4,767074,6620,2000163,Construction,2020-01-09 13:51
1335,CARLING AVE ,K1Z8N8,Ward 15,,33,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations on the 6th floor of a 6 storey office building (Combine 2 existng suites into 1 larger suite Unit #600 & Unit #601),0,200000,2671.28,2000164,Construction,2020-01-09 13:56
5426,RIVERSIDE CRES ,K4M1G9,Ward 21,"741
",11,BENCKHUYSEN CONSTRUCTION,Single,Rideau,Construct an attached garage addition,0,50000,520,2000165,Construction,2020-01-09 14:05
570,KANATA AVE ,K2T1K5,Ward 4,,,CONTRACTOR UNKNOWN,Retail,Kanata,"Tenant Fit-up on the first floor of a commercial complex (GolfTec, sub-tenant of GolfTown)",0,95000,1000,2000166,Construction,2020-01-09 14:09
3,BOOTH ST ,,Ward 14,10,,CONTRACTOR UNKNOWN,Apartment,Old Ottawa,EXCAVATION AND SHORING ONLY-  Construct an 8 storey office building,0,2800000,83689,2000167,Construction,2020-01-09 14:17
49,ARGYLE AVE ,K2P1B3,Ward 14,4M-,,"COLAIACOVO, ROBERTO",Apartment,Old Ottawa,Remove and replace deck (rear yard) on a 3 storey apartment building,0,800,168,2000168,Construction,2020-01-09 15:08
76,ONSLOW CRES ,K1S1G1,Ward 17,M45,108,CONTRACTOR UNKNOWN,Single,Old Ottawa,PLUMBING ONLY - Install a sump pump in the basement of a detached dwelling,0,2900,0,2000169,Construction,2020-01-09 15:11
92,ONSLOW CRES ,K1S1G3,Ward 17,M45,68,CONTRACTOR UNKNOWN,Single,Old Ottawa,PLUMBING ONLY - Install a sump pump in the basement of a 1 storey detached dwelling,0,2900,0,2000170,Construction,2020-01-09 15:14
53,CREEK'S END LANE ,K2H1C7,Ward 7,,,SIROIS & SONS GENERAL CONTRACTORS INC.,Rowhouse,Nepean,Interior alterations to a 2 storey rowhouse dwelling,0,40000,0,2000171,Construction,2020-01-09 15:57
317,CURRELL AVE ,K1Z7J7,Ward 15,282,,CONTRACTOR UNKNOWN,Single,Old Ottawa,Interior alterations to a 2 storey detached dwelling,0,45000,355,2000172,Construction,2020-01-10 8:38
581,EDENWYLDE DR ,K2S2K6,Ward 21,,,TARTAN HOMES CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Gala Town 2018 C,Cortland Town 2018 C,McIntosh Town 2018 C,Cortland Town 2018 C,Ambrosia 2018 C",5,1195509,9192,2000173,Construction,2020-01-10 8:43
583,EDENWYLDE DR ,K2S2K6,Ward 21,,,TARTAN HOMES CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Gala Town 2018 C,Cortland Town 2018 C,McIntosh Town 2018 C,Cortland Town 2018 C,Ambrosia 2018 C",5,1195509,9192,2000173,Construction,2020-01-10 8:43
585,EDENWYLDE DR ,K2S2K6,Ward 21,,,TARTAN HOMES CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Gala Town 2018 C,Cortland Town 2018 C,McIntosh Town 2018 C,Cortland Town 2018 C,Ambrosia 2018 C",5,1195509,9192,2000173,Construction,2020-01-10 8:43
587,EDENWYLDE DR ,K2S2L1,Ward 21,,,TARTAN HOMES CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Gala Town 2018 C,Cortland Town 2018 C,McIntosh Town 2018 C,Cortland Town 2018 C,Ambrosia 2018 C",5,1195509,9192,2000173,Construction,2020-01-10 8:43
589,EDENWYLDE DR ,K2S2L1,Ward 21,,,TARTAN HOMES CORPORATION,Rowhouse,Goulbourn,"Construct a 2 Storey Rowhouse with attached garages  Models: Gala Town 2018 C,Cortland Town 2018 C,McIntosh Town 2018 C,Cortland Town 2018 C,Ambrosia 2018 C",5,1195509,9192,2000173,Construction,2020-01-10 8:43
328 B ,LIVERY ST ,K2V0J1,Ward 6,4M-,,DCR/PHOENIX RENTALS INC.,Apartment,Goulbourn,"Construct a 3 storey, 18 unit apartment building with underground parking",18,3114035.87,22066,2000174,Construction,2020-01-10 8:48
250,ALBERT ST ,K1P6M1,Ward 14,4M-,,CONTRACTOR UNKNOWN,Office,Old Ottawa,Tenant fit up on the 3rd floor of a 14 storey office building,0,48675,6027.79,2000175,Construction,2020-01-10 9:36
1878,CHAINE CRT ,K1C2N3,Ward 2,M240,127,CONTRACTOR UNKNOWN,Single,Gloucester,Interior alterations to a 2 storey detached dwelling (remove load-bearing wall/relocation of plumbing),0,40000,760,2000176,Construction,2020-01-10 10:10
1515,DIAMONDVIEW RD ,K0A1L0,Ward 5,4M-,15,***CONTRACTOR***,Single,West Carleton,Construct a 1 storey detached dwelling,1,289290.6,1730,2000177,Construction,2020-01-10 10:24
5598,SOUTH RIVER DR ,K4M1J4,Ward 21,804,3,CONTRACTOR UNKNOWN,Single,Rideau,Exterior/Interior alterations to a 1 storey detached dwelling (remove non-load and load bearing walls & raise roof at the rear yard),0,150000,1076,2000178,Construction,2020-01-10 10:39
1516,APELDOORN AVE ,K2C1V3,Ward 16,455,62,"STALTARI, MARIO",Single,Old Ottawa,Construct a deck (rear yard),0,5000,462,2000180,Construction,2020-01-10 11:00
439,CHURCHILL AVE N,K1Z5E1,Ward 15,269,13,CONTRACTOR UNKNOWN,Retail,Old Ottawa,PLUMBING ONLY - Install 4 plumbing fixtures in a 2 storey retail building (Free World Tattoo),0,6000,86,2000181,Construction,2020-01-10 11:02
99,METCALFE ST ,K1P6L7,Ward 14,4M-,52 & 53,CONTRACTOR UNKNOWN,Office,Old Ottawa,Interior alterations on the 7th floor of a 12 storey office building,0,355000,4500,2000183,Construction,2020-01-10 12:00
555,MACKENZIE AVE ,,Ward 12,42482,,FVB ENERGY INC.,Office,Old Ottawa,"Interior alterations in an 8 storey office building (mechanical, electrical)",0,472622,16146,2000184,Construction,2020-01-10 13:38
81,POLO LANE ,K2M2Y4,Ward 23,4M1248,100,***CONTRACTOR***,Single,Kanata,Finish the basement in a 2 storey detached dwelling,0,35673.6,960,2000185,Construction,2020-01-10 13:52
18,CREMONA CRES ,K2G1A1,Ward 9,506464,125,CONTRACTOR UNKNOWN,Single,Nepean,Construct a secondary dwelling unit in a 1 storey detached dwelling (basement) & interior alterations on the main floor,1,60000,1190,2000186,Construction,2020-01-10 14:05
47,AYLEN AVE ,K2A3P6,Ward 7,232,18 to 20,CONTRACTOR UNKNOWN,Demolition,Old Ottawa,Demolish a 1 storey detached dwelling,-1,12000,-1453,2000187,Demolition,2020-01-10 14:09
66,BOLTON ST ,K1N5A9,Ward 12,3,5,CONTRACTOR UNKNOWN,Single,Old Ottawa,"Interior alterations to a 2 storey detached dwelling (Strengthen basement floor beams, widen drywall openings on second floor, new ensuite to master bedroom, new drywall for walk in closet, for bedroom, re-arrange main bathroom on second floor and powder room)",0,60000,2153,2000188,Construction,2020-01-10 14:17
104,GREY STONE DR ,K0A1L0,Ward 5,4M-672,3,***CONTRACTOR***,Detached Garage/Shed,West Carleton,Construct a detached garage (side yard),0,75000,1064,2000189,Construction,2020-01-10 14:20
